0.9983066916465759 ,  0.0005993969389237463 ,  0.0003809243789874017 ,  0.0007184043643064797
  
0.9983124732971191 ,  4.0409719076706097e-05 ,  4.108903885935433e-05 ,  -2.4697968910913914e-05
  
0.9983119368553162 ,  -0.00048216647701337934 ,  -0.00030206405790522695 ,  -0.0007783285691402853
  
-0.9983118176460266 ,  0.0009069283260032535 ,  -0.0003597394679673016 ,  0.00016854546265676618
  
0.9983119368553162 ,  -0.00033071820507757366 ,  0.0007252323557622731 ,  0.0005804249085485935
  
0.9983124136924744 ,  0.0001401444897055626 ,  7.848988025216386e-05 ,  -2.1284826289047487e-05
  
0.9983119368553162 ,  -0.0003144018992315978 ,  0.0007309888023883104 ,  0.000572423858102411
  
-0.9983104467391968 ,  0.0007523929234594107 ,  -0.0013985888799652457 ,  -0.001162227476015687
  
-0.9983089566230774 ,  0.0001742669119266793 ,  -0.0017819287022575736 ,  -0.0018994675483554602
  
0.9983108639717102 ,  0.0002913492207881063 ,  0.0011305934749543667 ,  0.0013097368646413088
  
-0.9983118176460266 ,  0.00027186673833057284 ,  -0.0007719573914073408 ,  -0.0005725686787627637
  
-0.9983104467391968 ,  0.0007026148959994316 ,  -0.0014498840318992734 ,  -0.0011507411254569888
  
0.9983106255531311 ,  -0.0012295986525714397 ,  0.001391484634950757 ,  0.0003642038500402123
  
-0.9983065724372864 ,  0.0016122297383844852 ,  -0.0028689459431916475 ,  -0.0009027580381371081
  
0.9983065128326416 ,  -0.0021461357828229666 ,  0.0026952936314046383 ,  0.00014801621728111058
  
-0.9983065128326416 ,  0.0027024189475923777 ,  -0.0020425075199455023 ,  0.000549881428014487
  
-0.9983052015304565 ,  0.0032569465693086386 ,  -0.0014653013786301017 ,  0.0012549106031656265
  
0.998302698135376 ,  -0.003813898889347911 ,  0.000902683415915817 ,  -0.0019654761999845505
  
-0.9983041286468506 ,  0.0031348485499620438 ,  -0.0001799478632165119 ,  0.0025709480978548527
  
-0.9983078241348267 ,  0.0023916782811284065 ,  -0.0016499652992933989 ,  0.0007992290193215013
  
-0.998279333114624 ,  0.0021217407193034887 ,  -0.0006569364340975881 ,  -0.007797109894454479
  
0.9981684684753418 ,  -0.0017988847102969885 ,  -0.0027378378435969353 ,  0.0166249331086874
  
-0.997941792011261 ,  0.0021699443459510803 ,  0.0039637405425310135 ,  -0.026813849806785583
  
0.9977197647094727 ,  -0.002250674646347761 ,  -0.004759586416184902 ,  0.03398820757865906
  
-0.9975311756134033 ,  0.0026449928991496563 ,  0.004823567345738411 ,  -0.03910254314541817
  
0.9974027872085571 ,  -0.0032892031595110893 ,  -0.006020368076860905 ,  0.04205513373017311
  
0.9972396492958069 ,  -0.003750275354832411 ,  -0.006081616040319204 ,  0.045708488672971725
  
-0.997096061706543 ,  0.0041367728263139725 ,  0.006790671497583389 ,  -0.04862295836210251
  
-0.9968745112419128 ,  0.0034908705856651068 ,  0.0058077857829630375 ,  -0.05313492566347122
  
-0.9966080784797668 ,  0.003271282883360982 ,  0.005260022357106209 ,  -0.05798370763659477
  
0.9964285492897034 ,  -0.0036383226979523897 ,  -0.006246048957109451 ,  0.060877203941345215
  
0.9962593913078308 ,  -0.003621388226747513 ,  -0.007084374316036701 ,  0.06349781900644302
  
0.9961249232292175 ,  -0.0034916475415229797 ,  -0.00770219461992383 ,  0.06551250070333481
  
-0.9959338903427124 ,  0.003062773961573839 ,  0.008660511113703251 ,  -0.06825871765613556
  
-0.9958237409591675 ,  0.0034166369587183 ,  0.009923310950398445 ,  -0.06965597718954086
  
0.9957757592201233 ,  -0.00392010435461998 ,  -0.010124803520739079 ,  0.0702841579914093
  
0.9958792328834534 ,  -0.0035278231371194124 ,  -0.01390061341226101 ,  0.06816910207271576
  
-0.9958767294883728 ,  0.002575124381110072 ,  0.017667200416326523 ,  -0.06736423075199127
  
-0.9959001541137695 ,  0.0015781486872583628 ,  0.01906328834593296 ,  -0.06666384637355804
  
0.996150016784668 ,  -0.003630066057667136 ,  -0.017073240131139755 ,  0.06331397593021393
  
0.996284544467926 ,  -0.0042585586197674274 ,  -0.013708014041185379 ,  0.061954475939273834
  
0.9963505864143372 ,  -0.004078651778399944 ,  -0.022271322086453438 ,  0.05831369012594223
  
-0.9962502121925354 ,  0.0015112543478608131 ,  0.028011729940772057 ,  -0.0576765350997448
  
0.996027946472168 ,  -0.0009045049082487822 ,  -0.026916256174445152 ,  0.06189507246017456
  
0.9957467317581177 ,  -0.000980218406766653 ,  -0.01659660041332245 ,  0.06956404447555542
  
0.9953106045722961 ,  -0.0006034756661392748 ,  -0.009863365441560745 ,  0.07672247290611267
  
-0.9948519468307495 ,  0.00025840793387033045 ,  0.008538647554814816 ,  -0.08260378241539001
  
0.994515061378479 ,  -0.0014651382807642221 ,  -0.007296949625015259 ,  0.08667493611574173
  
-0.9942100644111633 ,  0.0038365721702575684 ,  0.00331280124373734 ,  -0.09026313573122025
  
-0.9939926862716675 ,  0.006101652979850769 ,  -0.004341755528002977 ,  -0.0924641564488411
  
0.9938936829566956 ,  -0.002745309378951788 ,  -0.0016564099350944161 ,  0.0937708169221878
  
0.9940274953842163 ,  -0.004219680093228817 ,  -0.005200390238314867 ,  0.09215503185987473
  
-0.9940500259399414 ,  0.004446815233677626 ,  0.0014227683423087 ,  -0.09203814715147018
  
0.9941550493240356 ,  -0.001354878069832921 ,  -0.0005514405784197152 ,  0.09100384265184402
  
-0.9947017431259155 ,  0.0034137885086238384 ,  0.00014837612980045378 ,  -0.0847645103931427
  
0.9951580762863159 ,  -0.0043397331610322 ,  0.0027553762774914503 ,  0.07912442833185196
  
-0.9956071972846985 ,  0.0016521770739927888 ,  -0.001515852170996368 ,  -0.07340404391288757
  
0.9961900115013123 ,  -0.002079947851598263 ,  0.0010047976393252611 ,  0.06502307206392288
  
0.9966559410095215 ,  -0.0027484113816171885 ,  0.0017260457389056683 ,  0.05738738179206848
  
-0.9970395565032959 ,  0.0004977666540071368 ,  0.0012503663310781121 ,  -0.05037154629826546
  
-0.9973437190055847 ,  0.00022118815104477108 ,  -0.0005325032398104668 ,  -0.04395917430520058
  
0.9976340532302856 ,  -0.0011392903979867697 ,  0.0033222660422325134 ,  0.036624811589717865
  
-0.9978547692298889 ,  -0.0002193115942645818 ,  -0.001339439768344164 ,  -0.030188575387001038
  
0.9980605840682983 ,  -0.0023917711805552244 ,  0.0033318144269287586 ,  0.022044412791728973
  
-0.9982126355171204 ,  0.0024594312999397516 ,  -0.008418955840170383 ,  -0.011042018420994282
  
0.9982603192329407 ,  -0.0014429576694965363 ,  0.010003359988331795 ,  0.0011534732766449451
  
-0.998248815536499 ,  0.0005205081542953849 ,  -0.01026581134647131 ,  0.0045868707820773125
  
-0.9982733726501465 ,  -0.0018661009380593896 ,  -0.006738911848515272 ,  0.00536996778100729
  
0.9982883334159851 ,  0.002690513851121068 ,  0.00025374782853759825 ,  -0.006385715212672949
  
-0.9982969760894775 ,  -0.004096080083400011 ,  -0.00026014569448307157 ,  0.003738990519195795
  
0.9983002543449402 ,  0.003620522329583764 ,  -0.0005061213742010295 ,  -0.0033019566908478737
  
-0.9983041286468506 ,  -0.0032981447875499725 ,  0.0008458958473056555 ,  0.0022246059961616993
  
-0.9983057379722595 ,  -0.003027654020115733 ,  0.0002548011834733188 ,  0.002029223833233118
  
-0.9983031153678894 ,  -0.0025013363920152187 ,  -0.0021881386637687683 ,  0.0027455284725874662
  
-0.9982897043228149 ,  -0.003831172361969948 ,  -0.003823861014097929 ,  0.0040176985785365105
  
0.9982662200927734 ,  0.002094995928928256 ,  0.0014278710586950183 ,  -0.009259996935725212
  
-0.9981819987297058 ,  -0.0027112229727208614 ,  -0.00311703491024673 ,  0.015593665651977062
  
0.9979917407035828 ,  0.004208507016301155 ,  0.003834411036223173 ,  -0.024643220007419586
  
0.9976415634155273 ,  0.008993064984679222 ,  0.0064604757353663445 ,  -0.03486815094947815
  
0.9971538782119751 ,  0.011070337146520615 ,  0.0006554275169037282 ,  -0.04678104817867279
  
0.996652364730835 ,  0.0106625035405159 ,  0.0014711216790601611 ,  -0.05652684345841408
  
0.996068000793457 ,  0.014198322780430317 ,  -0.001565471407957375 ,  -0.06535682827234268
  
-0.9957169890403748 ,  -0.01362879853695631 ,  0.0006489246152341366 ,  0.0706317126750946
  
0.9953765273094177 ,  0.013524066656827927 ,  -0.0025558732450008392 ,  -0.07525938749313354
  
0.9952269792556763 ,  0.014058543369174004 ,  -0.00130821717903018 ,  -0.07714948058128357
  
0.9950497150421143 ,  0.014205231331288815 ,  -0.0008042954141274095 ,  -0.07937653362751007
  
-0.9949589967727661 ,  -0.014418031089007854 ,  0.004253365099430084 ,  0.08036739379167557
  
0.9950131177902222 ,  0.0160506684333086 ,  -0.0024744411930441856 ,  -0.07945514470338821
  
-0.9949172139167786 ,  -0.017116041854023933 ,  0.004154563881456852 ,  0.08035249263048172
  
0.9948040246963501 ,  0.019051015377044678 ,  -0.00389659870415926 ,  -0.08132603019475937
  
-0.9946615695953369 ,  -0.01954413764178753 ,  0.003445681417360902 ,  0.08296298235654831
  
-0.994426429271698 ,  -0.018763331696391106 ,  0.0017095895018428564 ,  0.08596226572990417
  
-0.9938994646072388 ,  -0.01587805710732937 ,  0.0012607697863131762 ,  0.09239506721496582
  
-0.9933694005012512 ,  -0.010940232314169407 ,  -0.001324575743637979 ,  0.09861007332801819
  
0.9927628636360168 ,  0.003580682445317507 ,  0.005515654105693102 ,  -0.10491466522216797
  
-0.991877019405365 ,  0.005913257598876953 ,  -0.011416008695960045 ,  0.11243704706430435
  
-0.9908810257911682 ,  0.004360024817287922 ,  -0.0029204674065113068 ,  0.12146492302417755
  
0.9901584982872009 ,  -0.004584520123898983 ,  0.0020666378550231457 ,  -0.12723475694656372
  
-0.9895336031913757 ,  0.0036667403765022755 ,  -0.002442151540890336 ,  0.1320318728685379
  
-0.9886838793754578 ,  0.002215075073763728 ,  -0.0008865769486874342 ,  0.1382947415113449
  
-0.9880140423774719 ,  0.0005950730410404503 ,  -0.0031252249609678984 ,  0.14298999309539795
  
0.9873223900794983 ,  0.0019901783671230078 ,  0.005379329901188612 ,  -0.1476094275712967
  
-0.9866579174995422 ,  -0.0019453630084171891 ,  -0.009707070887088776 ,  0.15177175402641296
  
0.9859820604324341 ,  0.0033642651978880167 ,  0.010634428821504116 ,  -0.15602290630340576
  
0.9851824045181274 ,  0.0037489240057766438 ,  0.008156847208738327 ,  -0.16112682223320007
  
-0.9843825101852417 ,  -0.005174656398594379 ,  -0.006715074181556702 ,  0.16596998274326324
  
-0.9838201999664307 ,  -0.0064833262003958225 ,  -0.006335535552352667 ,  0.16924704611301422
  
0.9831684231758118 ,  0.007380327675491571 ,  0.006190955638885498 ,  -0.1729564368724823
  
0.9824331998825073 ,  0.008975195698440075 ,  0.004257387947291136 ,  -0.17706790566444397
  
-0.9822550415992737 ,  -0.00941514316946268 ,  -0.005486370529979467 ,  0.1780024617910385
  
0.9821624755859375 ,  0.010131859220564365 ,  0.007915817201137543 ,  -0.17838241159915924
  
0.9815411567687988 ,  0.01347869262099266 ,  0.007932060398161411 ,  -0.18155235052108765
  
-0.9812672138214111 ,  -0.012770980596542358 ,  -0.0091950548812747 ,  0.1830175668001175
  
0.9808323979377747 ,  0.013816647231578827 ,  0.004778596572577953 ,  -0.1854209303855896
  
-0.9806219339370728 ,  -0.014305124059319496 ,  -0.005304490681737661 ,  0.18647973239421844
  
-0.9807698726654053 ,  -0.015459289774298668 ,  -0.007351890206336975 ,  0.18554450571537018
  
-0.980728268623352 ,  -0.016599979251623154 ,  -0.007365002296864986 ,  0.18566371500492096
  
0.9808717966079712 ,  0.014492529444396496 ,  0.007338146213442087 ,  -0.1850818395614624
  
0.9809077978134155 ,  0.011971410363912582 ,  0.0042214421555399895 ,  -0.18516317009925842
  
0.9809650182723999 ,  0.012546218931674957 ,  0.0005550369969569147 ,  -0.1848740130662918
  
-0.9810355305671692 ,  -0.012905150651931763 ,  -0.001364772324450314 ,  0.18446442484855652
  
0.9812697768211365 ,  0.012662596069276333 ,  0.00020143292204011232 ,  -0.18324342370033264
  
-0.9812157154083252 ,  -0.014613847248256207 ,  0.0025399019941687584 ,  0.18337033689022064
  
0.9812303185462952 ,  0.015659604221582413 ,  0.002516592387109995 ,  -0.18320752680301666
  
-0.9807115793228149 ,  -0.01699056848883629 ,  -0.0008374429307878017 ,  0.18585364520549774
  
0.9802698493003845 ,  0.01880970038473606 ,  0.004510261118412018 ,  -0.1879504770040512
  
0.9796212911605835 ,  0.019716858863830566 ,  0.00711882533505559 ,  -0.1911325454711914
  
-0.9785405993461609 ,  -0.01923895813524723 ,  -0.006356850266456604 ,  0.1966562420129776
  
-0.9773035645484924 ,  -0.019686464220285416 ,  -0.009701392613351345 ,  0.20254027843475342
  
0.9760836362838745 ,  0.022067591547966003 ,  0.0152891855686903 ,  -0.20776887238025665
  
-0.9748343229293823 ,  -0.023010708391666412 ,  -0.0123065747320652 ,  0.21364833414554596
  
-0.974115252494812 ,  -0.022458795458078384 ,  -0.009030655026435852 ,  0.21712198853492737
  
0.9741199016571045 ,  0.02291714772582054 ,  0.008068135008215904 ,  -0.21708697080612183
  
-0.9751801490783691 ,  -0.02256821095943451 ,  -0.00854155607521534 ,  0.212297260761261
  
-0.9760783314704895 ,  -0.018736515194177628 ,  -0.006346998270601034 ,  0.20858225226402283
  
0.9770999550819397 ,  0.017044788226485252 ,  0.0041884020902216434 ,  -0.20394572615623474
  
-0.9773409962654114 ,  -0.02024231292307377 ,  -0.010444455780088902 ,  0.20226506888866425
  
0.9780553579330444 ,  0.01932826079428196 ,  0.00970128271728754 ,  -0.1989186406135559
  
-0.9790292382240295 ,  -0.017978360876441002 ,  -0.009152337908744812 ,  0.19422586262226105
  
0.9790265560150146 ,  0.01871381141245365 ,  0.008013813756406307 ,  -0.1942148059606552
  
-0.9790656566619873 ,  -0.01845208741724491 ,  -0.00952166598290205 ,  0.19397926330566406
  
0.9790802597999573 ,  0.01756969839334488 ,  0.008686822839081287 ,  -0.19402556121349335
  
0.9793813824653625 ,  0.01637658104300499 ,  0.004536465276032686 ,  -0.1927475780248642
  
-0.9803982973098755 ,  -0.013630414381623268 ,  -0.0022292600478976965 ,  0.18776722252368927
  
-0.9806615710258484 ,  -0.012043612077832222 ,  -0.004125519655644894 ,  0.18646065890789032
  
-0.980284571647644 ,  -0.014118185266852379 ,  -0.00513497507199645 ,  0.18826214969158173
  
0.9804210066795349 ,  0.014410588890314102 ,  0.0023548523895442486 ,  -0.18758532404899597
  
0.9807542562484741 ,  0.014503870159387589 ,  -0.000544742972124368 ,  -0.18584725260734558
  
-0.9813925623893738 ,  -0.013461734168231487 ,  0.001955117331817746 ,  0.18251588940620422
  
0.9825236797332764 ,  0.01293498370796442 ,  -0.0031498868484050035 ,  -0.1763473004102707
  
-0.9835609793663025 ,  -0.014323935844004154 ,  0.004157339688390493 ,  0.17033421993255615
  
-0.9847010970115662 ,  -0.015900330618023872 ,  0.010959391482174397 ,  0.16314908862113953
  
-0.9855850338935852 ,  -0.01964152231812477 ,  0.021648716181516647 ,  0.15619120001792908
  
0.9871986508369446 ,  0.018731622025370598 ,  -0.013757636770606041 ,  -0.14671912789344788
  
-0.9877628684043884 ,  -0.020946690812706947 ,  0.010946626774966717 ,  0.14281046390533447
  
-0.9878414273262024 ,  -0.024653898552060127 ,  0.005714028142392635 ,  0.1419762223958969
  
0.9876626133918762 ,  0.02645845338702202 ,  2.8663627745117992e-05 ,  -0.1430014967918396
  
-0.9877718687057495 ,  -0.025544673204421997 ,  -0.004876656923443079 ,  0.14232856035232544
  
0.988338053226471 ,  0.02078203111886978 ,  0.006141123361885548 ,  -0.1390877217054367
  
-0.9889001250267029 ,  -0.015744946897029877 ,  -0.00402040546759963 ,  0.13579249382019043
  
0.9893046021461487 ,  0.018036095425486565 ,  0.0030288444831967354 ,  -0.13255177438259125
  
0.9899320006370544 ,  0.017826378345489502 ,  -0.0024672795552760363 ,  -0.1278230845928192
  
-0.9901803135871887 ,  -0.020171688869595528 ,  0.012180945836007595 ,  0.12495817244052887
  
-0.9910845160484314 ,  -0.020590392872691154 ,  0.019121618941426277 ,  0.1165696233510971
  
0.9926265478134155 ,  0.013967441394925117 ,  -0.016674231737852097 ,  -0.10414928942918777
  
0.9936028122901917 ,  0.00834510289132595 ,  -0.01780385710299015 ,  -0.09484220296144485
  
0.9942066073417664 ,  0.011018171906471252 ,  -0.01660437509417534 ,  -0.08822619169950485
  
0.9949288368225098 ,  0.012012286111712456 ,  -0.01146896742284298 ,  -0.0804264172911644
  
-0.9955759048461914 ,  -0.009545212611556053 ,  0.011545351706445217 ,  0.07232747972011566
  
0.9960254430770874 ,  0.012586930766701698 ,  -0.014823496341705322 ,  -0.06467542052268982
  
0.9965987205505371 ,  0.01587221957743168 ,  -0.013871874660253525 ,  -0.054537102580070496
  
-0.9971315264701843 ,  -0.01517542079091072 ,  0.011409093625843525 ,  0.04467812180519104
  
-0.9974477887153625 ,  -0.017107350751757622 ,  0.009247878566384315 ,  0.0367056168615818
  
-0.9977178573608398 ,  -0.018070969730615616 ,  0.010934014804661274 ,  0.027211925014853477
  
0.9979848861694336 ,  0.017972160130739212 ,  -0.008364436216652393 ,  -0.016145847737789154
  
-0.9981301426887512 ,  -0.01687292940914631 ,  0.007674765307456255 ,  0.004449410364031792
  
0.9981392025947571 ,  0.01664789579808712 ,  -0.0073560201562941074 ,  0.0037640125956386328
  
0.998124897480011 ,  0.01646452769637108 ,  -0.003735922509804368 ,  0.009446792304515839
  
-0.9980379939079285 ,  -0.016493625938892365 ,  -0.00011394310422474518 ,  -0.016604989767074585
  
-0.9979047179222107 ,  -0.01666570082306862 ,  -0.007204240188002586 ,  -0.02199464850127697
  
0.9978163838386536 ,  0.01538815163075924 ,  0.008136464282870293 ,  0.026207739487290382
  
-0.9978200197219849 ,  -0.017760513350367546 ,  -0.00823963526636362 ,  -0.02447844296693802
  
0.9978746175765991 ,  0.018733780831098557 ,  0.006391933187842369 ,  0.02196435071527958
  
0.997882604598999 ,  0.018945129588246346 ,  0.0024685892276465893 ,  0.022204574197530746
  
0.9978399872779846 ,  0.019834905862808228 ,  -0.0044785719364881516 ,  0.023009654134511948
  
0.9977340698242188 ,  0.02009440027177334 ,  -0.010799489915370941 ,  0.025170864537358284
  
-0.9975579380989075 ,  -0.018267232924699783 ,  0.017230775207281113 ,  -0.02957877703011036
  
0.9972463846206665 ,  0.015079567208886147 ,  -0.023656878620386124 ,  0.03660190477967262
  
-0.996730387210846 ,  -0.011503192596137524 ,  0.03028574213385582 ,  -0.04589565098285675
  
0.9966074824333191 ,  0.013395030982792377 ,  -0.01912882551550865 ,  0.0534343384206295
  
0.9963372945785522 ,  0.01313066203147173 ,  -0.010624048300087452 ,  0.06044662371277809
  
-0.9957905411720276 ,  -0.013204021379351616 ,  0.009516489692032337 ,  -0.06901602447032928
  
0.995104193687439 ,  0.015142264775931835 ,  -0.007926573045551777 ,  0.07811858505010605
  
0.9942380785942078 ,  0.018838493153452873 ,  -0.009508579969406128 ,  0.08759463578462601
  
-0.9932540059089661 ,  -0.02114417962729931 ,  0.013781576417386532 ,  -0.09714393317699432
  
-0.9922223091125488 ,  -0.02188597247004509 ,  0.019913891330361366 ,  -0.10605082660913467
  
0.9911593794822693 ,  0.01949230022728443 ,  -0.023793227970600128 ,  0.11525832861661911
  
-0.9900516867637634 ,  -0.017357245087623596 ,  0.02541671134531498 ,  -0.12440747022628784
  
0.9891044497489929 ,  0.01647965796291828 ,  -0.023697765544056892 ,  0.13215869665145874
  
0.9882640838623047 ,  0.01505504734814167 ,  -0.020935095846652985 ,  0.13890917599201202
  
-0.9875389933586121 ,  -0.012594109401106834 ,  0.017529325559735298 ,  -0.14466361701488495
  
-0.9869349002838135 ,  -0.011583508923649788 ,  0.01528315618634224 ,  -0.14905887842178345
  
0.9862526655197144 ,  0.013050124049186707 ,  -0.013360253535211086 ,  0.15357038378715515
  
0.9853899478912354 ,  0.014395477250218391 ,  -0.015451262705028057 ,  0.15871109068393707
  
0.9842840433120728 ,  0.014911357313394547 ,  -0.017974382266402245 ,  0.16512474417686462
  
-0.983430802822113 ,  -0.014557035639882088 ,  0.015877654775977135 ,  -0.17037059366703033
  
0.983234167098999 ,  0.014502379111945629 ,  -0.014439898543059826 ,  0.17163416743278503
  
0.9832291603088379 ,  0.01453106664121151 ,  -0.011808384209871292 ,  0.1718614548444748
  
-0.9832615256309509 ,  -0.015024296939373016 ,  0.010347188450396061 ,  -0.17173385620117188
  
-0.9829927086830139 ,  -0.015688341110944748 ,  0.00996920932084322 ,  -0.17322933673858643
  
-0.9831690192222595 ,  -0.01632298342883587 ,  0.0067314086481928825 ,  -0.17232541739940643
  
0.9836945533752441 ,  0.01666204258799553 ,  -0.004164052661508322 ,  0.16934911906719208
  
0.9840584993362427 ,  0.01706942357122898 ,  -0.002634864766150713 ,  0.16720880568027496
  
0.9839597940444946 ,  0.017337504774332047 ,  0.0013564116088673472 ,  0.1677715927362442
  
-0.9833979606628418 ,  -0.01852632686495781 ,  -0.004073052201420069 ,  -0.1708657294511795
  
-0.9821801781654358 ,  -0.020141687244176865 ,  -0.0056822397746145725 ,  -0.17751216888427734
  
-0.9809535145759583 ,  -0.02186504565179348 ,  -0.00703269662335515 ,  -0.18392586708068848
  
0.9801037907600403 ,  0.022699233144521713 ,  0.009597466327250004 ,  0.18818821012973785
  
-0.9797526001930237 ,  -0.023029619827866554 ,  -0.013004551641643047 ,  -0.1897679716348648
  
-0.9796383380889893 ,  -0.02239290066063404 ,  -0.013059301301836967 ,  -0.19043602049350739
  
-0.979247510433197 ,  -0.022512678056955338 ,  -0.012225949205458164 ,  -0.1924680918455124
  
0.9791987538337708 ,  0.021969908848404884 ,  0.009020579978823662 ,  0.1929619014263153
  
-0.9789514541625977 ,  -0.01977866142988205 ,  -0.005229155067354441 ,  -0.19458208978176117
  
0.9787879586219788 ,  0.01989791914820671 ,  -0.0002960045530926436 ,  0.1954604685306549
  
-0.978542685508728 ,  -0.021487589925527573 ,  0.004355869255959988 ,  -0.1964680254459381
  
-0.9781355857849121 ,  -0.023079615086317062 ,  0.008410695940256119 ,  -0.19817587733268738
  
-0.9775648713111877 ,  -0.02327691577374935 ,  0.01174885779619217 ,  -0.20078806579113007
  
-0.9764834046363831 ,  -0.02321620099246502 ,  0.015126286074519157 ,  -0.20576974749565125
  
0.9750060439109802 ,  0.026438772678375244 ,  -0.019127998501062393 ,  0.2119535505771637
  
-0.9738054871559143 ,  -0.027575936168432236 ,  0.01717885211110115 ,  -0.21742980182170868
  
0.9721677899360657 ,  0.02769242785871029 ,  -0.0133053632453084 ,  0.22488075494766235
  
0.970434308052063 ,  0.028713837265968323 ,  -0.01409303117543459 ,  0.23207734525203705
  
0.9685376882553101 ,  0.029611552134156227 ,  -0.01702682115137577 ,  0.2395750880241394
  
0.966219425201416 ,  0.02950630523264408 ,  -0.0183861181139946 ,  0.2486760914325714
  
0.9634101986885071 ,  0.026779931038618088 ,  -0.01750543713569641 ,  0.2596985399723053
  
0.9608715176582336 ,  0.02393782138824463 ,  -0.01759948953986168 ,  0.26920709013938904
  
0.9580957889556885 ,  0.022545799612998962 ,  -0.019471274688839912 ,  0.27891626954078674
  
0.9549089074134827 ,  0.022901764139533043 ,  -0.022098373621702194 ,  0.2894163727760315
  
-0.9521188139915466 ,  -0.021194254979491234 ,  0.021352211013436317 ,  -0.2986541986465454
  
-0.9495482444763184 ,  -0.020289020612835884 ,  0.022057171911001205 ,  -0.3067403733730316
  
